year,sum
1985,0
1986,0
1987,1363.0 
1988,1402.0 
1989,1413.0 
1990,1512.0 
1991,1493.0 
1992,1451.0 
1993,1397.0 
1994,1387.0 
1995,1388.0 
1996,1247.0 
1997,1322.0 
1998,1228.0 
1999,1207.0 
2000,1165.0 
2001,1204.0 
2002,1095.0 
2003,1075.0 
2004,1064.0 
2005,994.0 
2006,1062.0 
2007,995.0 
2008,1033.0 
2009,1034.0 
2010,954.0 
2011,912.0 
2012,873.0 
2013,887.0 
2014,789.0 
2015,731.0 
2016,0
