year,sum
1985,983.0 
1986,941.0 
1987,960.0 
1988,819.0 
1989,747.0 
1990,870.0 
1991,942.0
1992,866.0 
1993,780.0 
1994,762.0 
1995,809.0 
1996,653.0 
1997,628.0 
1998,556.0 
1999,545.0 
2000,524.0 
2001,761.0 
2002,1210.0 
2003,1156.0 
2004,0
2005,0
2006,0
2007,1020.0
2008,1038.0 
2009,1025.0 
2010,1099.0 
2011,1017.0 
2012,1076.0 
2013,1052.0 
2014,1222.0 
2015,0
2016,0
