year,sum
1985,2281.0 
1986,2202.0 
1987,2238.0 
1988,1996.0 
1989,1920.0 
1990,1895.0 
1991,1805.0 
1992,1878.0 
1993,2142.0 
1994,2131.0 
1995,2155.0 
1996,2013.0 
1997,2146.0 
1998,2019.0 
1999,1857.0 
2000,2143.0 
2001,2165.0 
2002,2076.0 
2003,2091.0 
2004,1987.0 
2005,2029.0 
2006,1935.0 
2007,1857.0 
2008,1999.0 
2009,2013.0 
2010,2013.0 
2011,2088.0 
2012,2026.0 
2013,1895.0 
2014,1899.0 
2015,1867.0 
2016,0.0 
