year,sum
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,3993.0 
1992,4000.0 
1993,3694.0 
1994,3625.0 
1995,3366.0 
1996,3436.0 
1997,3208.0 
1998,3245.0 
1999,3326.0 
2000,3269.0 
2001,2978.0 
2002,2839.0 
2003,2800.0 
2004,2742.0 
2005,2619.0 
2006,2461.0 
2007,2450.0 
2008,2476.0 
2009,2460.0 
2010,2489.0 
2011,2420.0 
2012,2349.0 
2013,2092.0 
2014,1925.0 
2015,1868.0 
2016,1761.0 
