year,sum
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,1024.0 
1996,922.0 
1997,886.0 
1998,839.0 
1999,763.0 
2000,770.0 
2001,708.0 
2002,670.0 
2003,604.0 
2004,563.0 
2005,564.0 
2006,487.0 
2007,453.0 
2008,527.0 
2009,516.0 
2010,438.0 
2011,440.0 
2012,444.0 
2013,383.0 
2014,382.0 
2015,387.0 
2016,0
