year,sum
1985,2091.0 
1986,2139.0 
1987,2069.0 
1988,1851.0 
1989,1898.0 
1990,1825.0 
1991,1769.0 
1992,1759.0 
1993,1704.0 
1994,1776.0 
1995,1788.0 
1996,1779.0 
1997,1592.0 
1998,1559.0 
1999,1555.0
2000,1588.0 
2001,1489.0 
2002,1553.0 
2003,1456.0 
2004,1422.0 
2005,1399.0 
2006,1297.0 
2007,1285.0 
2008,1267.0 
2009,1278.0 
2010,1264.0 
2011,1288.0 
2012,1276.0 
2013,1291.0 
2014,1314.0 
2015,1251.0 
2016,1201.0 
