year,sum
1985,0
1986,0
1987,0
1988,0
1989,0
1990,13924.0 
1991,14010.0 
1992,13458.0 
1993,12690.0 
1994,12718.0 
1995,12888.0 
1996,12225.0 
1997,12256.0 
1998,11654.0 
1999,11160.0 
2000,11073.0 
2001,11167.0 
2002,11176.0 
2003,11155.0 
2004,10741.0 
2005,10270.0 
2006,9775.0 
2007,9409.0 
2008,9459.0 
2009,9579.0 
2010,10030.0 
2011,10153.0 
2012,9896.0 
2013,10091.0 
2014,10217.0 
2015,10088.0 
2016,0
