year,sum
1985,12501.0 
1986,12529.0 
1987,12161.0 
1988,11599.0 
1989,11715.0 
1990,11403.0 
1991,11502.0 
1992,11644.0 
1993,12251.0 
1994,12041.0 
1995,11819.0 
1996,11279.0 
1997,11139.0 
1998,10534.0 
1999,10268.0 
2000,10849.0 
2001,10449.0 
2002,10643.0 
2003,10871.0 
2004,10804.0 
2005,10713.0 
2006,10423.0 
2007,10127.0 
2008,10353.0 
2009,10499.0 
2010,10379.0 
2011,10408.0 
2012,9743.0 
2013,9600.0 
2014,8881.0 
2015,0
2016,0
