year,sum
1985,0
1986,0
1987,0
1988,0
1989,2529.0 
1990,2079.0 
1991,2161.0 
1992,2650.0 
1993,2774.0
1994,2887.0 
1995,2793.0 
1996,2828.0 
1997,2859.0 
1998,2838.0 
1999,2736.0 
2000,2836.0 
2001,2720.0 
2002,3067.0 
2003,2894.0 
2004,2720.0 
2005,2603.0 
2006,2721.0
2007,2430.0 
2008,2472.0 
2009,2586.0 
2010,2766.0 
2011,2536.0 
2012,2495.0 
2013,2407.0 
2014,2209.0 
2015,2228.0 
2016,1953.0 
