year,sum
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,564.0 
1996,607.0 
1997,593.0 
1998,612.0 
1999,590.0 
2000,588.0 
2001,581.0 
2002,540.0 
2003,562.0 
2004,512.0 
2005,503.0 
2006,529.0 
2007,434.0 
2008,408.0 
2009,447.0 
2010,414.0 
2011,435.0 
2012,440.0 
2013,446.0 
2014,388.0 
2015,422.0 
2016,0
