year,sum
1985, 0.0
1986, 0.0
1987, 73.0
1988, 63.0
1989, 68.0
1990, 0.0
1991, 0.0
1992, 47.0
1993, 73.0
1994, 50.0
1995, 88.0
1996, 89.0
1997, 170.0
1998, 154.0
1999, 139.0
2000, 54.0
2001, 119.0
2002, 133.0
2003, 124.0
2004, 146.0
2005, 0.0
2006, 160.0
2007, 124.0
2008, 96.0
2009, 0.0
2010, 0.0
2011, 0.0
2012, 0.0
2013, 0.0
2014,0.0
2015, 0.0
2016, 0.0
