sex,country,year,age,generation,suicides_no,population,suicides/100k pop,Suma - HDI for year,Suma -  gdp_for_year ($) ,Suma - gdp_per_capita ($)
male,Colombia,1993,15-24 years,3,279,3377300,"8,26",,55802538219,1845
male,Colombia,1993,25-34 years,1,226,3015600,"7,49",,55802538219,1845
male,Colombia,1993,35-54 years,1,215,3186600,"6,75",,55802538219,1845
male,Colombia,1993,5-14 years,5,21,3965600,"0,53",,55802538219,1845
male,Colombia,1993,55-74 years,6,108,1184100,"9,12",,55802538219,1845
male,Colombia,1993,75+ years,2,22,222900,"9,87",,55802538219,1845
male,Colombia,1994,15-24 years,3,313,3391100,"9,23",,81703500846,2646
male,Colombia,1994,25-34 years,1,247,3094400,"7,98",,81703500846,2646
male,Colombia,1994,35-54 years,1,216,3320000,"6,51",,81703500846,2646
male,Colombia,1994,5-14 years,5,13,4013700,"0,32",,81703500846,2646
male,Colombia,1994,55-74 years,6,110,1214600,"9,06",,81703500846,2646
male,Colombia,1994,75+ years,2,31,230500,"13,45",,81703500846,2646
male,Colombia,1995,15-24 years,3,271,3657416,"7,41",629,92507279383,2796
male,Colombia,1995,25-34 years,3,253,3221761,"7,85",629,92507279383,2796
male,Colombia,1995,35-54 years,1,213,3599535,"5,92",629,92507279383,2796
male,Colombia,1995,5-14 years,5,15,4330243,"0,35",629,92507279383,2796
male,Colombia,1995,55-74 years,6,110,1280826,"8,59",629,92507279383,2796
male,Colombia,1995,75+ years,2,27,237128,"11,39",629,92507279383,2796
male,Colombia,1996,15-24 years,3,289,3707736,"7,79",,97160109278,2883
male,Colombia,1996,25-34 years,3,225,3258034,"6,91",,97160109278,2883
male,Colombia,1996,35-54 years,1,259,3749624,"6,91",,97160109278,2883
male,Colombia,1996,5-14 years,5,21,4344969,"0,48",,97160109278,2883
male,Colombia,1996,55-74 years,6,124,1313132,"9,44",,97160109278,2883
male,Colombia,1996,75+ years,2,33,248909,"13,26",,97160109278,2883
male,Colombia,1997,15-24 years,3,315,3775597,"8,34",,106659508271,3106
male,Colombia,1997,25-34 years,3,242,3280278,"7,38",,106659508271,3106
male,Colombia,1997,35-54 years,1,234,3906804,"5,99",,106659508271,3106
male,Colombia,1997,5-14 years,5,19,4358250,"0,44",,106659508271,3106
male,Colombia,1997,55-74 years,6,117,1349163,"8,67",,106659508271,3106
male,Colombia,1997,75+ years,2,34,260440,"13,05",,106659508271,3106
male,Colombia,1998,15-24 years,3,507,3853955,"13,16",,98443739941,2814
male,Colombia,1998,25-34 years,3,402,3292463,"12,21",,98443739941,2814
male,Colombia,1998,35-54 years,1,374,4068675,"9,19",,98443739941,2814
male,Colombia,1998,5-14 years,5,36,4369564,"0,82",,98443739941,2814
male,Colombia,1998,55-74 years,6,182,1390023,"13,09",,98443739941,2814
male,Colombia,1998,75+ years,2,51,271456,"18,79",,98443739941,2814
male,Colombia,1999,15-24 years,3,506,3930904,"12,87",,86186158685,2419
male,Colombia,1999,25-34 years,3,414,3300918,"12,54",,86186158685,2419
male,Colombia,1999,35-54 years,1,425,4231334,"10,04",,86186158685,2419
male,Colombia,1999,5-14 years,5,35,4377335,"0,8",,86186158685,2419
male,Colombia,1999,55-74 years,6,217,1437035,"15,1",,86186158685,2419
male,Colombia,1999,75+ years,2,53,281533,"18,83",,86186158685,2419
male,Colombia,2000,15-24 years,3,629,3998961,"15,73",654,99886577331,2755
male,Colombia,2000,25-34 years,3,438,3310535,"13,23",654,99886577331,2755
male,Colombia,2000,35-54 years,1,453,4391802,"10,31",654,99886577331,2755
male,Colombia,2000,5-14 years,5,37,4378953,"0,84",654,99886577331,2755
male,Colombia,2000,55-74 years,6,198,1491171,"13,28",654,99886577331,2755
male,Colombia,2000,75+ years,2,60,290481,"20,66",654,99886577331,2755
male,Colombia,2001,15-24 years,5,602,4057598,"14,84",,98203546156,2662
male,Colombia,2001,25-34 years,3,439,3328209,"13,19",,98203546156,2662
male,Colombia,2001,35-54 years,1,491,4555809,"10,78",,98203546156,2662
male,Colombia,2001,5-14 years,5,35,4376068,"0,8",,98203546156,2662
male,Colombia,2001,55-74 years,6,234,1547265,"15,12",,98203546156,2662
male,Colombia,2001,75+ years,6,54,304065,"17,76",,98203546156,2662
male,Colombia,2002,15-24 years,5,590,4104822,"14,37",,97933391976,2613
male,Colombia,2002,25-34 years,3,460,3344207,"13,76",,97933391976,2613
male,Colombia,2002,35-54 years,1,487,4717038,"10,32",,97933391976,2613
male,Colombia,2002,5-14 years,5,53,4364710,"1,21",,97933391976,2613
male,Colombia,2002,55-74 years,6,177,1609818,11,,97933391976,2613
male,Colombia,2002,75+ years,6,48,316252,"15,18",,97933391976,2613
male,Colombia,2003,15-24 years,5,508,4143231,"12,26",,94684584163,2489
male,Colombia,2003,25-34 years,3,424,3363500,"12,61",,94684584163,2489
male,Colombia,2003,35-54 years,1,441,4872021,"9,05",,94684584163,2489
male,Colombia,2003,5-14 years,5,35,4345236,"0,81",,94684584163,2489
male,Colombia,2003,55-74 years,6,235,1679338,"13,99",,94684584163,2489
male,Colombia,2003,75+ years,6,49,327352,"14,97",,94684584163,2489
male,Colombia,2004,15-24 years,5,522,4177514,"12,5",,117074863822,3033
male,Colombia,2004,25-34 years,3,397,3393144,"11,7",,117074863822,3033
male,Colombia,2004,35-54 years,1,465,5016477,"9,27",,117074863822,3033
male,Colombia,2004,5-14 years,5,56,4319787,"1,3",,117074863822,3033
male,Colombia,2004,55-74 years,6,229,1756739,"13,04",,117074863822,3033
male,Colombia,2004,75+ years,6,74,337747,"21,91",,117074863822,3033
male,Colombia,2005,15-24 years,5,517,4209960,"12,28",679,146566264837,3742
male,Colombia,2005,25-34 years,3,352,3436781,"10,24",679,146566264837,3742
male,Colombia,2005,35-54 years,1,434,5147445,"8,43",679,146566264837,3742
male,Colombia,2005,5-14 years,5,52,4291635,"1,21",679,146566264837,3742
male,Colombia,2005,55-74 years,6,219,1842503,"11,89",679,146566264837,3742
male,Colombia,2005,75+ years,6,63,347667,"18,12",679,146566264837,3742
male,Colombia,2006,15-24 years,5,521,4229825,"12,32",,162590146096,4095
male,Colombia,2006,25-34 years,3,408,3492325,"11,68",,162590146096,4095
male,Colombia,2006,35-54 years,1,453,5261515,"8,61",,162590146096,4095
male,Colombia,2006,5-14 years,5,46,4260456,"1,08",,162590146096,4095
male,Colombia,2006,55-74 years,6,211,1925991,"10,96",,162590146096,4095
male,Colombia,2006,75+ years,6,78,363411,"21,46",,162590146096,4095
male,Colombia,2007,15-24 years,5,493,4248033,"11,61",,207416494642,5150
male,Colombia,2007,25-34 years,3,410,3562854,"11,51",,207416494642,5150
male,Colombia,2007,35-54 years,1,475,5364516,"8,85",,207416494642,5150
male,Colombia,2007,5-14 years,4,37,4234298,"0,87",,207416494642,5150
male,Colombia,2007,55-74 years,6,245,2018827,"12,14",,207416494642,5150
male,Colombia,2007,75+ years,6,67,378405,"17,71",,207416494642,5150
male,Colombia,2008,15-24 years,5,479,4263159,"11,24",,243982437871,5971
male,Colombia,2008,25-34 years,3,417,3641000,"11,45",,243982437871,5971
male,Colombia,2008,35-54 years,1,510,5459636,"9,34",,243982437871,5971
male,Colombia,2008,5-14 years,4,47,4213275,"1,12",,243982437871,5971
male,Colombia,2008,55-74 years,6,250,2119709,"11,79",,243982437871,5971
male,Colombia,2008,75+ years,6,69,392608,"17,57",,243982437871,5971
male,Colombia,2009,15-24 years,5,481,4272494,"11,26",,233821670544,5643
male,Colombia,2009,25-34 years,3,426,3715402,"11,47",,233821670544,5643
male,Colombia,2009,35-54 years,1,517,5552239,"9,31",,233821670544,5643
male,Colombia,2009,5-14 years,4,54,4196033,"1,29",,233821670544,5643
male,Colombia,2009,55-74 years,6,252,2226378,"11,32",,233821670544,5643
male,Colombia,2009,75+ years,6,72,405866,"17,74",,233821670544,5643
male,Colombia,2010,15-24 years,5,480,4274849,"11,23",706,287018184638,6836
male,Colombia,2010,25-34 years,3,436,3779392,"11,54",706,287018184638,6836
male,Colombia,2010,35-54 years,3,463,5646115,"8,2",706,287018184638,6836
male,Colombia,2010,5-14 years,4,41,4178908,"0,98",706,287018184638,6836
male,Colombia,2010,55-74 years,6,225,2337537,"9,63",706,287018184638,6836
male,Colombia,2010,75+ years,6,65,418296,"15,54",706,287018184638,6836
male,Colombia,2011,15-24 years,5,450,4268385,"10,54",713,335415156702,7885
male,Colombia,2011,25-34 years,5,382,3840952,"9,95",713,335415156702,7885
male,Colombia,2011,35-54 years,3,498,5745871,"8,67",713,335415156702,7885
male,Colombia,2011,5-14 years,4,41,4163139,"0,98",713,335415156702,7885
male,Colombia,2011,55-74 years,1,231,2445112,"9,45",713,335415156702,7885
male,Colombia,2011,75+ years,6,60,436385,"13,75",713,335415156702,7885
male,Colombia,2012,15-24 years,5,486,4254495,"11,42",715,369659700376,8586
male,Colombia,2012,25-34 years,5,412,3891260,"10,59",715,369659700376,8586
male,Colombia,2012,35-54 years,3,455,5846650,"7,78",715,369659700376,8586
male,Colombia,2012,5-14 years,4,44,4146398,"1,06",715,369659700376,8586
male,Colombia,2012,55-74 years,1,266,2556199,"10,41",715,369659700376,8586
male,Colombia,2012,75+ years,6,69,453582,"15,21",715,369659700376,8586
male,Colombia,2013,15-24 years,5,450,4235904,"10,62",718,380191881860,8731
male,Colombia,2013,25-34 years,5,381,3931611,"9,69",718,380191881860,8731
male,Colombia,2013,35-54 years,3,462,5947520,"7,77",718,380191881860,8731
male,Colombia,2013,5-14 years,4,41,4126269,"0,99",718,380191881860,8731
male,Colombia,2013,55-74 years,1,260,2672132,"9,73",718,380191881860,8731
male,Colombia,2013,75+ years,6,69,470105,"14,68",718,380191881860,8731
male,Colombia,2014,15-24 years,5,480,4216293,"11,38","0,72",378195716714,8591
male,Colombia,2014,25-34 years,5,395,3965410,"9,96","0,72",378195716714,8591
male,Colombia,2014,35-54 years,3,477,6046987,"7,89","0,72",378195716714,8591
male,Colombia,2014,5-14 years,4,37,4100740,"0,9","0,72",378195716714,8591
male,Colombia,2014,55-74 years,1,283,2795271,"10,12","0,72",378195716714,8591
male,Colombia,2014,75+ years,6,83,486197,"17,07","0,72",378195716714,8591
male,Colombia,2015,15-24 years,5,473,4197599,"11,27",,291519591533,6552
male,Colombia,2015,25-34 years,5,379,3994717,"9,49",,291519591533,6552
male,Colombia,2015,35-54 years,3,560,6143478,"9,12",,291519591533,6552
male,Colombia,2015,5-14 years,4,39,4070023,"0,96",,291519591533,6552
male,Colombia,2015,55-74 years,1,317,2926656,"10,83",,291519591533,6552
male,Colombia,2015,75+ years,6,82,502228,"16,33",,291519591533,6552
male,Colombia,2016,15-24 years,,,,,,,
male,Colombia,2016,25-34 years,,,,,,,
male,Colombia,2016,35-54 years,,,,,,,
male,Colombia,2016,5-14 years,,,,,,,
male,Colombia,2016,55-74 years,,,,,,,
male,Colombia,2016,75+ years,,,,,,,
male,Costa Rica,1985,15-24 years,3,33,285800,"11,55",623,4796628461,2145
male,Costa Rica,1985,25-34 years,1,32,219000,"14,61",623,4796628461,2145
male,Costa Rica,1985,35-54 years,6,32,218000,"14,68",623,4796628461,2145
male,Costa Rica,1985,5-14 years,3,2,300800,"0,66",623,4796628461,2145
male,Costa Rica,1985,55-74 years,2,12,91000,"13,19",623,4796628461,2145
male,Costa Rica,1985,75+ years,2,1,13000,"7,69",623,4796628461,2145
male,Costa Rica,1986,15-24 years,3,20,293100,"6,82",,5477895475,2389
male,Costa Rica,1986,25-34 years,1,26,224600,"11,58",,5477895475,2389
male,Costa Rica,1986,35-54 years,6,48,223500,"21,48",,5477895475,2389
male,Costa Rica,1986,5-14 years,3,1,308400,"0,32",,5477895475,2389
male,Costa Rica,1986,55-74 years,2,20,93300,"21,44",,5477895475,2389
male,Costa Rica,1986,75+ years,2,3,13300,"22,56",,5477895475,2389
male,Costa Rica,1987,15-24 years,3,22,306700,"7,17",,5841132962,2433
male,Costa Rica,1987,25-34 years,1,29,235100,"12,34",,5841132962,2433
male,Costa Rica,1987,35-54 years,6,34,234100,"14,52",,5841132962,2433
male,Costa Rica,1987,5-14 years,3,0,322900,0,,5841132962,2433
male,Costa Rica,1987,55-74 years,2,7,97700,"7,16",,5841132962,2433
male,Costa Rica,1987,75+ years,2,5,14000,"35,71",,5841132962,2433
male,Costa Rica,1988,15-24 years,3,22,315000,"6,98",,6063759371,2460
male,Costa Rica,1988,25-34 years,1,32,241400,"13,26",,6063759371,2460
male,Costa Rica,1988,35-54 years,6,49,240300,"20,39",,6063759371,2460
male,Costa Rica,1988,5-14 years,3,0,331600,0,,6063759371,2460
male,Costa Rica,1988,55-74 years,2,14,100400,"13,94",,6063759371,2460
male,Costa Rica,1988,75+ years,2,4,14300,"27,97",,6063759371,2460
male,Costa Rica,1989,15-24 years,3,23,293000,"7,85",,6866402028,2686
male,Costa Rica,1989,25-34 years,1,50,259000,"19,31",,6866402028,2686
male,Costa Rica,1989,35-54 years,6,40,264000,"15,15",,6866402028,2686
male,Costa Rica,1989,5-14 years,3,2,349000,"0,57",,6866402028,2686
male,Costa Rica,1989,55-74 years,2,19,109000,"17,43",,6866402028,2686
male,Costa Rica,1989,75+ years,2,2,16000,"12,5",,6866402028,2686
male,Costa Rica,1990,15-24 years,3,35,294000,"11,9",652,7403457319,2817
male,Costa Rica,1990,25-34 years,1,31,267000,"11,61",652,7403457319,2817
male,Costa Rica,1990,35-54 years,6,49,276000,"17,75",652,7403457319,2817
male,Costa Rica,1990,5-14 years,3,4,358000,"1,12",652,7403457319,2817
male,Costa Rica,1990,55-74 years,2,15,113000,"13,27",652,7403457319,2817
male,Costa Rica,1990,75+ years,2,5,19000,"26,32",652,7403457319,2817
male,Costa Rica,1991,15-24 years,3,15,298000,"5,03",,7168999428,2651
male,Costa Rica,1991,25-34 years,1,31,274000,"11,31",,7168999428,2651
male,Costa Rica,1991,35-54 years,1,41,289000,"14,19",,7168999428,2651
male,Costa Rica,1991,5-14 years,5,1,367000,"0,27",,7168999428,2651
male,Costa Rica,1991,55-74 years,6,16,117000,"13,68",,7168999428,2651
male,Costa Rica,1991,75+ years,2,2,19000,"10,53",,7168999428,2651
male,Costa Rica,1992,15-24 years,3,28,301000,"9,3",,8528593084,3070
male,Costa Rica,1992,25-34 years,1,30,280800,"10,68",,8528593084,3070
male,Costa Rica,1992,35-54 years,1,48,303600,"15,81",,8528593084,3070
male,Costa Rica,1992,5-14 years,5,2,375600,"0,53",,8528593084,3070
male,Costa Rica,1992,55-74 years,6,15,121500,"12,35",,8528593084,3070
male,Costa Rica,1992,75+ years,2,3,20200,"14,85",,8528593084,3070
male,Costa Rica,1993,15-24 years,3,26,305800,"8,5",,9537297507,3342
male,Costa Rica,1993,25-34 years,1,38,286500,"13,26",,9537297507,3342
male,Costa Rica,1993,35-54 years,1,47,318500,"14,76",,9537297507,3342
male,Costa Rica,1993,5-14 years,5,0,383400,0,,9537297507,3342
male,Costa Rica,1993,55-74 years,6,18,125600,"14,33",,9537297507,3342
male,Costa Rica,1993,75+ years,2,8,21300,"37,56",,9537297507,3342
male,Costa Rica,1994,15-24 years,3,30,311600,"9,63",,10432619390,3562
male,Costa Rica,1994,25-34 years,1,36,290800,"12,38",,10432619390,3562
male,Costa Rica,1994,35-54 years,1,44,333900,"13,18",,10432619390,3562
male,Costa Rica,1994,5-14 years,5,3,390600,"0,77",,10432619390,3562
male,Costa Rica,1994,55-74 years,6,15,129900,"11,55",,10432619390,3562
male,Costa Rica,1994,75+ years,2,5,22300,"22,42",,10432619390,3562
male,Costa Rica,1995,15-24 years,3,40,339200,"11,79",682,11513472694,3672
male,Costa Rica,1995,25-34 years,3,45,306500,"14,68",682,11513472694,3672
male,Costa Rica,1995,35-54 years,1,62,362400,"17,11",682,11513472694,3672
male,Costa Rica,1995,5-14 years,5,5,414500,"1,21",682,11513472694,3672
male,Costa Rica,1995,55-74 years,6,19,140300,"13,54",682,11513472694,3672
male,Costa Rica,1995,75+ years,2,2,23800,"8,4",682,11513472694,3672
male,Costa Rica,1996,15-24 years,3,47,320846,"14,65",,11618286553,3639
male,Costa Rica,1996,25-34 years,3,60,300262,"19,98",,11618286553,3639
male,Costa Rica,1996,35-54 years,1,49,393144,"12,46",,11618286553,3639
male,Costa Rica,1996,5-14 years,5,2,401478,"0,5",,11618286553,3639
male,Costa Rica,1996,55-74 years,6,19,156359,"12,15",,11618286553,3639
male,Costa Rica,1996,75+ years,2,8,29520,"27,1",,11618286553,3639
male,Costa Rica,1997,15-24 years,3,42,331912,"12,65",,12552071367,3827
male,Costa Rica,1997,25-34 years,3,39,301566,"12,93",,12552071367,3827
male,Costa Rica,1997,35-54 years,1,40,410741,"9,74",,12552071367,3827
male,Costa Rica,1997,5-14 years,5,5,407029,"1,23",,12552071367,3827
male,Costa Rica,1997,55-74 years,6,28,162349,"17,25",,12552071367,3827
male,Costa Rica,1997,75+ years,2,5,30984,"16,14",,12552071367,3827
male,Costa Rica,1998,15-24 years,3,42,343821,"12,22",,13617405420,4046
male,Costa Rica,1998,25-34 years,3,55,302152,"18,2",,13617405420,4046
male,Costa Rica,1998,35-54 years,1,68,428730,"15,86",,13617405420,4046
male,Costa Rica,1998,5-14 years,5,4,411117,"0,97",,13617405420,4046
male,Costa Rica,1998,55-74 years,6,24,168800,"14,22",,13617405420,4046
male,Costa Rica,1998,75+ years,2,7,32456,"21,57",,13617405420,4046
male,Costa Rica,1999,15-24 years,3,46,355592,"12,94",,14195623425,4115
male,Costa Rica,1999,25-34 years,3,52,303003,"17,16",,14195623425,4115
male,Costa Rica,1999,35-54 years,1,80,446435,"17,92",,14195623425,4115
male,Costa Rica,1999,5-14 years,5,0,413744,0,,14195623425,4115
male,Costa Rica,1999,55-74 years,6,27,175883,"15,35",,14195623425,4115
male,Costa Rica,1999,75+ years,2,5,33964,"14,72",,14195623425,4115
male,Costa Rica,2000,15-24 years,3,53,366507,"14,46",704,14949514585,4233
male,Costa Rica,2000,25-34 years,3,50,304784,"16,41",704,14949514585,4233
male,Costa Rica,2000,35-54 years,1,77,463390,"16,62",704,14949514585,4233
male,Costa Rica,2000,5-14 years,5,1,414994,"0,24",704,14949514585,4233
male,Costa Rica,2000,55-74 years,6,24,183691,"13,07",704,14949514585,4233
male,Costa Rica,2000,75+ years,2,6,35531,"16,89",704,14949514585,4233
male,Costa Rica,2001,15-24 years,5,32,376105,"8,51",,15913363335,4412
male,Costa Rica,2001,25-34 years,3,44,306660,"14,35",,15913363335,4412
male,Costa Rica,2001,35-54 years,1,61,478354,"12,75",,15913363335,4412
male,Costa Rica,2001,5-14 years,5,4,415961,"0,96",,15913363335,4412
male,Costa Rica,2001,55-74 years,6,22,191573,"11,48",,15913363335,4412
male,Costa Rica,2001,75+ years,6,7,37569,"18,63",,15913363335,4412
male,Costa Rica,2002,15-24 years,5,58,384925,"15,07",,16504795453,4485
male,Costa Rica,2002,25-34 years,3,54,309463,"17,45",,16504795453,4485
male,Costa Rica,2002,35-54 years,1,84,492487,"17,06",,16504795453,4485
male,Costa Rica,2002,5-14 years,5,4,415939,"0,96",,16504795453,4485
male,Costa Rica,2002,55-74 years,6,28,200247,"13,98",,16504795453,4485
male,Costa Rica,2002,75+ years,6,8,39629,"20,19",,16504795453,4485
male,Costa Rica,2003,15-24 years,5,62,392847,"15,78",,17195867540,4583
male,Costa Rica,2003,25-34 years,3,55,313369,"17,55",,17195867540,4583
male,Costa Rica,2003,35-54 years,1,91,505821,"17,99",,17195867540,4583
male,Costa Rica,2003,5-14 years,5,2,414988,"0,48",,17195867540,4583
male,Costa Rica,2003,55-74 years,6,39,209479,"18,62",,17195867540,4583
male,Costa Rica,2003,75+ years,6,13,41697,"31,18",,17195867540,4583
male,Costa Rica,2004,15-24 years,5,68,399768,"17,01",,18529767934,4850
male,Costa Rica,2004,25-34 years,3,60,318518,"18,84",,18529767934,4850
male,Costa Rica,2004,35-54 years,1,104,518436,"20,06",,18529767934,4850
male,Costa Rica,2004,5-14 years,5,2,413115,"0,48",,18529767934,4850
male,Costa Rica,2004,55-74 years,6,42,218871,"19,19",,18529767934,4850
male,Costa Rica,2004,75+ years,6,5,43755,"11,43",,18529767934,4850
male,Costa Rica,2005,15-24 years,5,44,405622,"10,85",723,19952156475,5133
male,Costa Rica,2005,25-34 years,3,48,324955,"14,77",723,19952156475,5133
male,Costa Rica,2005,35-54 years,1,98,530417,"18,48",723,19952156475,5133
male,Costa Rica,2005,5-14 years,5,2,410294,"0,49",723,19952156475,5133
male,Costa Rica,2005,55-74 years,6,35,228210,"15,34",723,19952156475,5133
male,Costa Rica,2005,75+ years,6,4,45822,"8,73",723,19952156475,5133
male,Costa Rica,2006,15-24 years,5,63,410875,"15,33",,22600431878,5716
male,Costa Rica,2006,25-34 years,3,61,332995,"18,32",,22600431878,5716
male,Costa Rica,2006,35-54 years,1,123,541859,"22,7",,22600431878,5716
male,Costa Rica,2006,5-14 years,5,6,407521,"1,47",,22600431878,5716
male,Costa Rica,2006,55-74 years,6,37,236947,"15,62",,22600431878,5716
