year,sum
1985,32479.0 
1986,33852.0 
1987,35006.0 
1988,33015.0 
1989,41361.0 
1990,50118.0 
1991,49622.0 
1992,51567.0 
1993,51331.0 
1994,51532.0 
1995,54504.0 
1996,54583.0 
1997,54126.0 
1998,55631.0 
1999,56215.0 
2000,55254.0 
2001,52999.0 
2002,55549.0 
2003,55627.0 
2004,53232.0 
2005,52035.0 
2006,52039.0 
2007,53324.0 
2008,53973.0 
2009,54920.0 
2010,54222.0 
2011,54616.0 
2012,53011.0 
2013,51459.0 
2014,51556.0 
2015,47248.0 
2016,35094.0 
