year,sum
1985,83584.0 
1986,86818.0 
1987,91836.0 
1988,88011.0 
1989,118883.0 
1990,143243.0 
1991,148398.0 
1992,159906.0 
1993,170234.0 
1994,180531.0 
1995,189040.0 
1996,192142.0 
1997,186619.0 
1998,193960.0 
1999,199904.0 
2000,200578.0 
2001,197653.0 
2002,200546.0 
2003,200452.0 
2004,187629.0 
2005,182340.0 
2006,181322.0 
2007,180084.0 
2008,181474.0 
2009,188567.0 
2010,184480.0 
2011,181868.0 
2012,177149.0 
2013,171740.0 
2014,171428.0 
2015,156392.0 
2016,120969.0 
